Date,Ticker,Long Count,Exit Long Count,Short Count,Exit Short Count,Long - Short Cout
2024-08-18 00:00:00+00:00,EGX50LASTEWIMB,25,25,16,34,9
2024-08-19 00:00:00+00:00,EGX50LASTEWIMB,24,26,15,35,9
2024-08-20 00:00:00+00:00,EGX50LASTEWIMB,25,25,14,36,11
2024-08-21 00:00:00+00:00,EGX50LASTEWIMB,24,26,14,36,10
2024-08-22 00:00:00+00:00,EGX50LASTEWIMB,28,22,16,34,12
2024-08-25 00:00:00+00:00,EGX50LASTEWIMB,27,23,18,32,9
2024-08-26 00:00:00+00:00,EGX50LASTEWIMB,25,25,19,31,6
2024-08-27 00:00:00+00:00,EGX50LASTEWIMB,23,27,21,29,2
2024-08-28 00:00:00+00:00,EGX50LASTEWIMB,21,29,22,28,-1
2024-08-29 00:00:00+00:00,EGX50LASTEWIMB,23,27,19,31,4
2024-09-01 00:00:00+00:00,EGX50LASTEWIMB,23,27,19,31,4
2024-09-02 00:00:00+00:00,EGX50LASTEWIMB,20,30,21,29,-1
2024-09-03 00:00:00+00:00,EGX50LASTEWIMB,21,29,18,32,3
2024-09-04 00:00:00+00:00,EGX50LASTEWIMB,23,27,18,32,5
2024-09-05 00:00:00+00:00,EGX50LASTEWIMB,21,29,18,32,3
2024-09-08 00:00:00+00:00,EGX50LASTEWIMB,16,34,23,27,-7
2024-09-09 00:00:00+00:00,EGX50LASTEWIMB,15,35,24,26,-9
2024-09-10 00:00:00+00:00,EGX50LASTEWIMB,11,39,28,22,-17
2024-09-11 00:00:00+00:00,EGX50LASTEWIMB,12,38,28,22,-16
2024-09-12 00:00:00+00:00,EGX50LASTEWIMB,10,40,28,22,-18
2024-09-16 00:00:00+00:00,EGX50LASTEWIMB,9,41,33,17,-24
2024-09-17 00:00:00+00:00,EGX50LASTEWIMB,10,40,33,17,-23
2024-09-18 00:00:00+00:00,EGX50LASTEWIMB,12,38,31,19,-19
2024-09-19 00:00:00+00:00,EGX50LASTEWIMB,14,36,30,20,-16
2024-09-22 00:00:00+00:00,EGX50LASTEWIMB,16,34,27,23,-11
2024-09-23 00:00:00+00:00,EGX50LASTEWIMB,19,31,24,26,-5
2024-09-24 00:00:00+00:00,EGX50LASTEWIMB,19,31,23,27,-4
2024-09-25 00:00:00+00:00,EGX50LASTEWIMB,21,29,20,30,1
2024-09-26 00:00:00+00:00,EGX50LASTEWIMB,25,25,16,34,9
2024-09-29 00:00:00+00:00,EGX50LASTEWIMB,28,22,14,36,14
2024-09-30 00:00:00+00:00,EGX50LASTEWIMB,29,21,14,36,15
2024-10-01 00:00:00+00:00,EGX50LASTEWIMB,33,17,8,42,25
2024-10-02 00:00:00+00:00,EGX50LASTEWIMB,34,16,8,42,26
2024-10-03 00:00:00+00:00,EGX50LASTEWIMB,29,21,11,39,18
2024-10-07 00:00:00+00:00,EGX50LASTEWIMB,26,24,13,37,13
2024-10-08 00:00:00+00:00,EGX50LASTEWIMB,17,33,29,21,-12
2024-10-09 00:00:00+00:00,EGX50LASTEWIMB,17,33,29,21,-12
2024-10-10 00:00:00+00:00,EGX50LASTEWIMB,14,36,30,20,-16
2024-10-13 00:00:00+00:00,EGX50LASTEWIMB,12,38,32,18,-20
2024-10-14 00:00:00+00:00,EGX50LASTEWIMB,13,37,31,19,-18
2024-10-15 00:00:00+00:00,EGX50LASTEWIMB,11,39,31,19,-20
2024-10-16 00:00:00+00:00,EGX50LASTEWIMB,12,38,32,18,-20
2024-10-17 00:00:00+00:00,EGX50LASTEWIMB,13,37,32,18,-19
2024-10-20 00:00:00+00:00,EGX50LASTEWIMB,9,41,36,14,-27
2024-10-21 00:00:00+00:00,EGX50LASTEWIMB,9,41,36,14,-27
2024-10-22 00:00:00+00:00,EGX50LASTEWIMB,16,34,28,22,-12
2024-10-23 00:00:00+00:00,EGX50LASTEWIMB,20,30,24,26,-4
2024-10-24 00:00:00+00:00,EGX50LASTEWIMB,20,30,21,29,-1
2024-10-27 00:00:00+00:00,EGX50LASTEWIMB,23,27,18,32,5
2024-10-28 00:00:00+00:00,EGX50LASTEWIMB,22,28,18,32,4
2024-10-29 00:00:00+00:00,EGX50LASTEWIMB,19,31,21,29,-2
2024-10-30 00:00:00+00:00,EGX50LASTEWIMB,19,31,23,27,-4
2024-10-31 00:00:00+00:00,EGX50LASTEWIMB,20,30,21,29,-1
2024-11-03 00:00:00+00:00,EGX50LASTEWIMB,21,29,19,31,2
2024-11-04 00:00:00+00:00,EGX50LASTEWIMB,22,28,19,31,3
2024-11-05 00:00:00+00:00,EGX50LASTEWIMB,23,27,20,30,3
2024-11-06 00:00:00+00:00,EGX50LASTEWIMB,23,27,21,29,2
2024-11-07 00:00:00+00:00,EGX50LASTEWIMB,23,27,17,33,6
2024-11-10 00:00:00+00:00,EGX50LASTEWIMB,26,24,17,33,9
2024-11-11 00:00:00+00:00,EGX50LASTEWIMB,26,24,16,34,10
2024-11-12 00:00:00+00:00,EGX50LASTEWIMB,25,25,19,31,6
2024-11-13 00:00:00+00:00,EGX50LASTEWIMB,23,27,18,32,5
2024-11-14 00:00:00+00:00,EGX50LASTEWIMB,24,26,18,32,6
2024-11-17 00:00:00+00:00,EGX50LASTEWIMB,16,34,28,22,-12
2024-11-18 00:00:00+00:00,EGX50LASTEWIMB,12,38,33,17,-21
2024-11-19 00:00:00+00:00,EGX50LASTEWIMB,11,39,34,16,-23
2024-11-20 00:00:00+00:00,EGX50LASTEWIMB,8,42,35,15,-27
2024-11-21 00:00:00+00:00,EGX50LASTEWIMB,5,45,36,14,-31
2024-11-24 00:00:00+00:00,EGX50LASTEWIMB,5,45,40,10,-35
2024-11-25 00:00:00+00:00,EGX50LASTEWIMB,3,47,41,9,-38
2024-11-26 00:00:00+00:00,EGX50LASTEWIMB,2,48,42,8,-40
2024-11-27 00:00:00+00:00,EGX50LASTEWIMB,2,48,42,8,-40
2024-11-28 00:00:00+00:00,EGX50LASTEWIMB,4,46,41,9,-37
2024-12-01 00:00:00+00:00,EGX50LASTEWIMB,9,41,36,14,-27
2024-12-02 00:00:00+00:00,EGX50LASTEWIMB,11,39,33,17,-22
2024-12-03 00:00:00+00:00,EGX50LASTEWIMB,14,36,29,21,-15
2024-12-04 00:00:00+00:00,EGX50LASTEWIMB,18,32,21,29,-3
2024-12-05 00:00:00+00:00,EGX50LASTEWIMB,23,27,16,34,7
2024-12-08 00:00:00+00:00,EGX50LASTEWIMB,26,24,12,38,14
2024-12-09 00:00:00+00:00,EGX50LASTEWIMB,30,20,10,40,20
2024-12-10 00:00:00+00:00,EGX50LASTEWIMB,31,19,10,40,21
2024-12-11 00:00:00+00:00,EGX50LASTEWIMB,31,19,11,39,20
2024-12-12 00:00:00+00:00,EGX50LASTEWIMB,30,20,12,38,18
2024-12-15 00:00:00+00:00,EGX50LASTEWIMB,28,22,13,37,15
2024-12-16 00:00:00+00:00,EGX50LASTEWIMB,26,24,15,35,11
2024-12-17 00:00:00+00:00,EGX50LASTEWIMB,23,27,19,31,4
2024-12-18 00:00:00+00:00,EGX50LASTEWIMB,18,32,25,25,-7
2024-12-19 00:00:00+00:00,EGX50LASTEWIMB,16,34,26,24,-10
2024-12-22 00:00:00+00:00,EGX50LASTEWIMB,15,35,28,22,-13
2024-12-23 00:00:00+00:00,EGX50LASTEWIMB,14,36,30,20,-16
2024-12-23 00:00:00+00:00,EGX50LASTEWIMB,14,36,30,20,-16
2024-12-24 00:00:00+00:00,EGX50LASTEWIMB,12,38,31,19,-19
2024-12-24 00:00:00+00:00,EGX50LASTEWIMB,12,38,31,19,-19
2024-12-25 00:00:00+00:00,EGX50LASTEWIMB,9,41,32,18,-23
2024-12-25 00:00:00+00:00,EGX50LASTEWIMB,9,41,32,18,-23
2024-12-26 00:00:00+00:00,EGX50LASTEWIMB,10,40,32,18,-22
2024-12-26 00:00:00+00:00,EGX50LASTEWIMB,10,40,32,18,-22
2024-12-29 00:00:00+00:00,EGX50LASTEWIMB,9,41,34,16,-25
2024-12-30 00:00:00+00:00,EGX50LASTEWIMB,7,43,36,14,-29
2024-12-31 00:00:00+00:00,EGX50LASTEWIMB,8,42,33,17,-25
2025-01-02 00:00:00+00:00,EGX50LASTEWIMB,20,30,23,27,-3
2025-01-02 00:00:00+00:00,EGX50LASTEWIMB,20,30,23,27,-3
2025-01-05 00:00:00+00:00,EGX50LASTEWIMB,30,20,14,36,16
2025-01-06 00:00:00+00:00,EGX50LASTEWIMB,30,20,14,36,16
2025-01-08 00:00:00+00:00,EGX50LASTEWIMB,31,19,13,37,18
2025-01-09 00:00:00+00:00,EGX50LASTEWIMB,32,18,12,38,20
2025-01-12 00:00:00+00:00,EGX50LASTEWIMB,31,19,12,38,19
2025-01-13 00:00:00+00:00,EGX50LASTEWIMB,28,22,15,35,13
2025-01-14 00:00:00+00:00,EGX50LASTEWIMB,,,,,
2025-01-14 00:00:00+00:00,EGX50LASTEWIMB,22,28,23,27,-1
2025-01-15 00:00:00+00:00,EGX50LASTEWIMB,22,28,22,28,0
2025-01-16 00:00:00+00:00,EGX50LASTEWIMB,23,27,20,30,3
2025-01-19 00:00:00+00:00,EGX50LASTEWIMB,25,25,16,34,9
2025-01-19 00:00:00+00:00,EGX50LASTEWIMB,25,25,16,34,9
2025-01-20 00:00:00+00:00,EGX50LASTEWIMB,25,25,18,32,7
2025-01-21 00:00:00+00:00,EGX50LASTEWIMB,28,22,14,36,14
2025-01-22 00:00:00+00:00,EGX50LASTEWIMB,28,22,12,38,16
2025-01-23 00:00:00+00:00,EGX50LASTEWIMB,26,24,13,37,13
2025-01-26 00:00:00+00:00,EGX50LASTEWIMB,26,24,11,39,15
2025-01-27 00:00:00+00:00,EGX50LASTEWIMB,22,28,17,33,5
2025-01-28 00:00:00+00:00,EGX50LASTEWIMB,20,30,19,31,1
2025-01-29 00:00:00+00:00,EGX50LASTEWIMB,19,31,20,30,-1
2025-01-30 00:00:00+00:00,EGX50LASTEWIMB,16,34,22,28,-6
2025-02-02 00:00:00+00:00,EGX50LASTEWIMB,15,35,23,27,-8
2025-02-02 00:00:00+00:00,EGX50LASTEWIMB,15,35,23,27,-8
2025-02-03 00:00:00+00:00,EGX50LASTEWIMB,12,38,26,24,-14
2025-02-04 00:00:00+00:00,EGX50LASTEWIMB,16,34,25,25,-9
2025-02-05 00:00:00+00:00,EGX50LASTEWIMB,10,40,27,23,-17
2025-02-10 00:00:00+00:00,EGX50LASTEWIMB,12,38,27,23,-15
2025-02-10 00:00:00+00:00,EGX50LASTEWIMB,12,38,27,23,-15
2025-02-11 00:00:00+00:00,EGX50LASTEWIMB,12,38,29,21,-17
2025-02-11 00:00:00+00:00,EGX50LASTEWIMB,12,38,29,21,-17
2025-02-12 00:00:00+00:00,EGX50LASTEWIMB,11,39,32,18,-21
2025-02-12 00:00:00+00:00,EGX50LASTEWIMB,11,39,32,18,-21
2025-02-12 00:00:00+00:00,EGX50LASTEWIMB,11,39,32,18,-21
2025-02-13 00:00:00+00:00,EGX50LASTEWIMB,12,38,31,19,-19
2025-02-13 00:00:00+00:00,EGX50LASTEWIMB,12,38,31,19,-19
2025-02-16 00:00:00+00:00,EGX50LASTEWIMB,16,34,27,23,-11
2025-02-16 00:00:00+00:00,EGX50LASTEWIMB,16,34,27,23,-11
2025-02-17 00:00:00+00:00,EGX50LASTEWIMB,18,32,25,25,-7
2025-02-17 00:00:00+00:00,EGX50LASTEWIMB,18,32,25,25,-7
2025-02-17 00:00:00+00:00,EGX50LASTEWIMB,18,32,25,25,-7
2025-02-18 00:00:00+00:00,EGX50LASTEWIMB,19,31,21,29,-2
2025-02-18 00:00:00+00:00,EGX50LASTEWIMB,19,31,21,29,-2
2025-02-19 00:00:00+00:00,EGX50LASTEWIMB,20,30,17,33,3
2025-02-19 00:00:00+00:00,EGX50LASTEWIMB,20,30,17,33,3
2025-02-19 00:00:00+00:00,EGX50LASTEWIMB,20,30,17,33,3
2025-02-20 00:00:00+00:00,EGX50LASTEWIMB,25,25,13,37,12
2025-02-23 00:00:00+00:00,EGX50LASTEWIMB,28,22,10,40,18
2025-02-23 00:00:00+00:00,EGX50LASTEWIMB,28,22,10,40,18
2025-02-23 00:00:00+00:00,EGX50LASTEWIMB,28,22,10,40,18
2025-02-24 00:00:00+00:00,EGX50LASTEWIMB,29,21,11,39,18
2025-02-24 00:00:00+00:00,EGX50LASTEWIMB,29,21,11,39,18
2025-02-24 00:00:00+00:00,EGX50LASTEWIMB,29,21,11,39,18
2025-02-25 00:00:00+00:00,EGX50LASTEWIMB,31,19,14,36,17
2025-02-25 00:00:00+00:00,EGX50LASTEWIMB,31,19,14,36,17
2025-02-25 00:00:00+00:00,EGX50LASTEWIMB,31,19,14,36,17
2025-02-26 00:00:00+00:00,EGX50LASTEWIMB,28,22,15,35,13
2025-02-26 00:00:00+00:00,EGX50LASTEWIMB,28,22,15,35,13
2025-02-27 00:00:00+00:00,EGX50LASTEWIMB,27,23,17,33,10
2025-02-27 00:00:00+00:00,EGX50LASTEWIMB,27,23,17,33,10
2025-02-27 00:00:00+00:00,EGX50LASTEWIMB,27,23,17,33,10
2025-02-27 00:00:00+00:00,EGX50LASTEWIMB,27,23,17,33,10
2025-03-02 00:00:00+00:00,EGX50LASTEWIMB,26,24,18,32,8
2025-03-02 00:00:00+00:00,EGX50LASTEWIMB,26,24,18,32,8
2025-03-03 00:00:00+00:00,EGX50LASTEWIMB,25,25,17,33,8
2025-03-03 00:00:00+00:00,EGX50LASTEWIMB,25,25,17,33,8
2025-03-04 00:00:00+00:00,EGX50LASTEWIMB,21,29,21,29,0
2025-03-04 00:00:00+00:00,EGX50LASTEWIMB,21,29,21,29,0
2025-03-05 00:00:00+00:00,EGX50LASTEWIMB,18,32,24,26,-6
2025-03-05 00:00:00+00:00,EGX50LASTEWIMB,18,32,24,26,-6
2025-03-06 00:00:00+00:00,EGX50LASTEWIMB,16,34,26,24,-10
2025-03-06 00:00:00+00:00,EGX50LASTEWIMB,16,34,26,24,-10
2025-03-09 00:00:00+00:00,EGX50LASTEWIMB,18,32,24,26,-6
2025-03-10 00:00:00+00:00,EGX50LASTEWIMB,16,34,25,25,-9
2025-03-10 00:00:00+00:00,EGX50LASTEWIMB,16,34,25,25,-9
2025-03-11 00:00:00+00:00,EGX50LASTEWIMB,13,37,30,20,-17
2025-03-12 00:00:00+00:00,EGX50LASTEWIMB,13,37,29,21,-16
2025-03-13 00:00:00+00:00,EGX50LASTEWIMB,16,34,29,21,-13
2025-03-16 00:00:00+00:00,EGX50LASTEWIMB,19,31,26,24,-7
2025-03-17 00:00:00+00:00,EGX50LASTEWIMB,18,32,24,26,-6
2025-03-18 00:00:00+00:00,EGX50LASTEWIMB,16,34,26,24,-10
2025-03-19 00:00:00+00:00,EGX50LASTEWIMB,15,35,27,23,-12
2025-03-20 00:00:00+00:00,EGX50LASTEWIMB,17,33,26,24,-9
2025-03-23 00:00:00+00:00,EGX50LASTEWIMB,17,33,26,24,-9
2025-03-23 00:00:00+00:00,EGX50LASTEWIMB,17,33,26,24,-9
2025-03-24 00:00:00+00:00,EGX50LASTEWIMB,18,32,24,26,-6
3/25/2025 0:00,EGX50LASTEWIMB,17,33,26,24,-9
3/25/2025 0:00,EGX50LASTEWIMB,17,33,26,24,-9
3/26/2025 0:00,EGX50LASTEWIMB,16,34,28,22,-12
3/27/2025 0:00,EGX50LASTEWIMB,17,33,26,24,-9
4/3/2025 0:00,EGX50LASTEWIMB,18,32,26,24,-8
4/6/2025 0:00,EGX50LASTEWIMB,13,37,32,18,-19
4/6/2025 0:00,EGX50LASTEWIMB,13,37,32,18,-19
4/7/2025 0:00,EGX50LASTEWIMB,12,38,32,18,-20
4/8/2025 0:00,EGX50LASTEWIMB,9,41,31,19,-22
4/9/2025 0:00,EGX50LASTEWIMB,6,44,36,14,-30
4/10/2025 0:00,EGX50LASTEWIMB,7,43,35,15,-28
4/13/2025 0:00,EGX50LASTEWIMB,11,39,31,19,-20
4/14/2025 0:00,EGX50LASTEWIMB,16,34,25,25,-9
4/15/2025 0:00,EGX50LASTEWIMB,19,31,24,26,-5
4/16/2025 0:00,EGX50LASTEWIMB,20,30,22,28,-2
4/17/2025 0:00,EGX50LASTEWIMB,22,28,18,32,4
4/17/2025 0:00,EGX50LASTEWIMB,22,28,18,32,4
4/22/2025 0:00,EGX50LASTEWIMB,22,28,18,32,4
4/23/2025 0:00,EGX50LASTEWIMB,31,19,11,39,20
4/23/2025 0:00,EGX50LASTEWIMB,31,19,11,39,20
4/27/2025 0:00,EGX50LASTEWIMB,32,18,10,40,22
4/27/2025 0:00,EGX50LASTEWIMB,32,18,10,40,22
4/28/2025 0:00,EGX50LASTEWIMB,32,18,10,40,22
4/28/2025 0:00,EGX50LASTEWIMB,32,18,10,40,22
4/29/2025 0:00,EGX50LASTEWIMB,31,19,10,40,21
4/29/2025 0:00,EGX50LASTEWIMB,31,19,10,40,21
4/30/2025 0:00,EGX50LASTEWIMB,30,20,7,43,23
5/4/2025 0:00,EGX50LASTEWIMB,30,20,7,43,23
5/4/2025 0:00,EGX50LASTEWIMB,30,20,7,43,23
5/5/2025 0:00,EGX50LASTEWIMB,30,20,8,42,22
5/6/2025 0:00,EGX50LASTEWIMB,27,23,13,37,14
5/7/2025 0:00,EGX50LASTEWIMB,20,30,20,30,0
5/8/2025 0:00,EGX50LASTEWIMB,18,32,24,26,-6
5/11/2025 0:00,EGX50LASTEWIMB,12,38,25,25,-13
5/12/2025 0:00,EGX50LASTEWIMB,12,38,25,25,-13
5/13/2025 0:00,EGX50LASTEWIMB,13,37,23,27,-10
2025-05-14 00:00:00,EGX50LASTEWIMB,11.0,39.0,24.0,26.0,-13.0
2025-05-15 00:00:00,EGX50LASTEWIMB,11,39,24,26,-13
2025-05-18 00:00:00,EGX50LASTEWIMB,10.0,40.0,30.0,20.0,-20.0
2025-05-19 00:00:00,EGX50LASTEWIMB,9.0,41.0,33.0,17.0,-24.0
2025-05-20 00:00:00,EGX50LASTEWIMB,10.0,40.0,32.0,18.0,-22.0
2025-05-21 00:00:00,EGX50LASTEWIMB,13.0,37.0,29.0,21.0,-16.0
2025-05-22 00:00:00,EGX50LASTEWIMB,16,34,27,23,-11
2025-05-25 00:00:00,EGX50LASTEWIMB,19.0,31.0,24.0,26.0,-5.0
2025-05-26 00:00:00,EGX50LASTEWIMB,24.0,26.0,17.0,33.0,7.0
2025-05-27 00:00:00,EGX50LASTEWIMB,25.0,25.0,16.0,34.0,9.0
2025-05-28 00:00:00,EGX50LASTEWIMB,27.0,23.0,13.0,37.0,14.0
2025-05-29 00:00:00,EGX50LASTEWIMB,28,22,13,37,15
2025-06-01 00:00:00,EGX50LASTEWIMB,28.0,22.0,12.0,38.0,16.0
2025-06-02 00:00:00,EGX50LASTEWIMB,26.0,24.0,14.0,36.0,12.0
2025-06-03 00:00:00,EGX50LASTEWIMB,25.0,25.0,16.0,34.0,9.0
2025-06-04 00:00:00,EGX50LASTEWIMB,27,23,13,37,14
2025-06-10 00:00:00,EGX50LASTEWIMB,31.0,19.0,12.0,38.0,19.0
2025-06-11 00:00:00,EGX50LASTEWIMB,29.0,21.0,14.0,36.0,15.0
2025-06-12 00:00:00,EGX50LASTEWIMB,28,22,17,33,11
2025-06-15 00:00:00,EGX50LASTEWIMB,20.0,30.0,28.0,22.0,-8.0
2025-06-16 00:00:00,EGX50LASTEWIMB,11.0,39.0,28.0,22.0,-17.0
2025-06-17 00:00:00,EGX50LASTEWIMB,3.0,47.0,28.0,22.0,-25.0
2025-06-18 00:00:00,EGX50LASTEWIMB,3.0,47.0,29.0,21.0,-26.0
2025-06-19 00:00:00,EGX50LASTEWIMB,2,48,30,20,-28
2025-06-22 00:00:00,EGX50LASTEWIMB,3.0,47.0,29.0,21.0,-26.0
2025-06-23 00:00:00,EGX50LASTEWIMB,5.0,45.0,28.0,22.0,-23.0
2025-06-24 00:00:00,EGX50LASTEWIMB,26.0,24.0,10.0,40.0,16.0
2025-06-25 00:00:00,EGX50LASTEWIMB,29,21,2,48,27
2025-06-29 00:00:00,EGX50LASTEWIMB,31.0,19.0,0.0,50.0,31.0
2025-06-30 00:00:00,EGX50LASTEWIMB,31.0,19.0,1.0,49.0,30.0
2025-07-01 00:00:00,EGX50LASTEWIMB,31.0,19.0,1.0,49.0,30.0
2025-07-02 00:00:00,EGX50LASTEWIMB,33,17,1,49,32
2025-07-06 00:00:00,EGX50LASTEWIMB,36.0,14.0,1.0,49.0,35.0
2025-07-07 00:00:00,EGX50LASTEWIMB,37.0,13.0,3.0,47.0,34.0
2025-07-09 00:00:00,EGX50LASTEWIMB,37.0,13.0,3.0,47.0,34.0
2025-07-10 00:00:00,EGX50LASTEWIMB,37,13,4,46,33
2025-07-13 00:00:00,EGX50LASTEWIMB,34.0,16.0,6.0,44.0,28.0
2025-07-14 00:00:00,EGX50LASTEWIMB,32.0,18.0,8.0,42.0,24.0
2025-07-15 00:00:00,EGX50LASTEWIMB,29.0,21.0,10.0,40.0,19.0
2025-07-16 00:00:00,EGX50LASTEWIMB,25.0,25.0,16.0,34.0,9.0
2025-07-17 00:00:00,EGX50LASTEWIMB,22,28,19,31,3
2025-07-20 00:00:00,EGX50LASTEWIMB,20.0,30.0,20.0,30.0,0.0
2025-07-21 00:00:00,EGX50LASTEWIMB,15.0,35.0,24.0,26.0,-9.0
2025-07-22 00:00:00,EGX50LASTEWIMB,14.0,36.0,26.0,24.0,-12.0
2025-07-23 00:00:00,EGX50LASTEWIMB,11,39,27,23,-16
2025-07-27 00:00:00,EGX50LASTEWIMB,10.0,40.0,26.0,24.0,-16.0
2025-07-28 00:00:00,EGX50LASTEWIMB,8.0,42.0,33.0,17.0,-25.0
2025-07-29 00:00:00,EGX50LASTEWIMB,7.0,43.0,34.0,16.0,-27.0
2025-07-30 00:00:00,EGX50LASTEWIMB,7.0,43.0,36.0,14.0,-29.0
2025-07-31 00:00:00,EGX50LASTEWIMB,7,43,36,14,-29
2025-08-03 00:00:00,EGX50LASTEWIMB,6.0,44.0,38.0,12.0,-32.0
2025-08-04 00:00:00,EGX50LASTEWIMB,9.0,41.0,35.0,15.0,-26.0
2025-08-05 00:00:00,EGX50LASTEWIMB,12.0,38.0,27.0,23.0,-15.0
