BARTIMESTAMP,TICKER,OPEN,HIGH,LOW,CLOSE,VOLUME,ASSET,VWAP
1998-03-30 13:30:00+00:00,EGX70LASTEWI,33.59703983,33.82235154,33.5632238,33.69233401,570,0,33.7072087
1998-03-30 13:35:00+00:00,EGX70LASTEWI,33.59666357,33.82197528,33.56286302,33.69197323,23039,0,33.7068479
1998-03-30 13:40:00+00:00,EGX70LASTEWI,33.59473944,33.82005115,33.56093889,33.6900491,51304,0,33.7049238
1998-03-30 13:45:00+00:00,EGX70LASTEWI,33.5964975,33.82180921,33.56269696,33.69180716,160,0,33.7066818
1998-03-30 13:50:00+00:00,EGX70LASTEWI,33.61975214,33.84506385,33.5632887,33.6923989,11949,0,33.7072736
1998-03-30 13:55:00+00:00,EGX70LASTEWI,33.62035203,33.84566374,33.56388858,33.69299879,2142,0,33.7078734
1998-03-30 14:00:00+00:00,EGX70LASTEWI,33.61922897,33.84454068,33.56276552,33.69187573,7932,0,33.7067504
1998-03-30 14:05:00+00:00,EGX70LASTEWI,33.6190452,33.84435691,33.5625945,33.69170471,2278,0,33.7065794
1998-03-30 14:10:00+00:00,EGX70LASTEWI,33.5963823,33.82169401,33.5625945,33.69170471,12829,0,33.7065794
1998-03-30 14:15:00+00:00,EGX70LASTEWI,33.59806382,33.82337553,33.56427603,33.69338623,4054,0,33.7082609
1998-03-30 14:20:00+00:00,EGX70LASTEWI,33.59724458,33.82271753,33.56288933,33.69272823,37397,0,33.7076029
1998-03-30 14:25:00+00:00,EGX70LASTEWI,33.59310747,33.81884413,33.55070777,33.68024292,13214,0,33.6951176
1998-03-30 14:30:00+00:00,EGX70LASTEWI,33.59307512,33.81865054,33.55067543,33.68004934,1639,0,33.694924
1998-03-30 14:35:00+00:00,EGX70LASTEWI,33.59301741,33.81859283,33.54948022,33.67885413,69162,0,33.6937288
1998-03-30 14:40:00+00:00,EGX70LASTEWI,33.59371535,33.81995731,33.55017444,33.68021489,26168,0,33.6950896
1998-03-30 14:45:00+00:00,EGX70LASTEWI,33.58494215,33.82268344,33.55001686,33.69155664,51128,0,33.7064313
1998-03-30 14:50:00+00:00,EGX70LASTEWI,33.5846072,33.82248154,33.54968191,33.69135474,253101,0,33.7062294
1998-03-30 14:55:00+00:00,EGX70LASTEWI,33.5846072,33.82248154,33.54968191,33.69135474,6495,0,33.7062294
1998-03-30 15:00:00+00:00,EGX70LASTEWI,33.58244478,33.82437427,33.54751949,33.69324747,38791,0,33.7081221
1998-03-30 15:05:00+00:00,EGX70LASTEWI,33.58666413,33.82481379,33.55173884,33.69368699,5885,0,33.7085616
1998-03-30 15:10:00+00:00,EGX70LASTEWI,33.58654973,33.82413475,33.55155873,33.69294224,99771,0,33.7078169
1998-03-30 15:15:00+00:00,EGX70LASTEWI,33.58666166,33.81504527,33.55263022,33.68372828,317786,0,33.6986029
1998-03-30 15:20:00+00:00,EGX70LASTEWI,33.58555847,33.81087798,33.54961266,33.67929658,156974,0,33.6941712
1998-03-30 15:25:00+00:00,EGX70LASTEWI,33.5860658,33.81328651,33.55121909,33.6823233,78732,0,33.697198
1998-03-30 15:30:00+00:00,EGX70LASTEWI,33.58886526,33.8156194,33.55401855,33.68465618,13003,0,33.6995308
1998-03-31 11:40:00+00:00,EGX70LASTEWI,37.4060039,37.62496886,37.38110984,37.49889471,31305,0,37.5036812
1998-03-31 11:45:00+00:00,EGX70LASTEWI,33.58858294,33.8139396,33.55374753,33.68297639,549,0,33.697851
1998-03-31 11:50:00+00:00,EGX70LASTEWI,33.5935754,33.81893206,33.55873998,33.68796884,1120,0,33.7028435
1998-03-31 11:55:00+00:00,EGX70LASTEWI,37.12948425,37.34938196,37.10118566,37.22527134,780960,0,37.2286448
1998-03-31 12:00:00+00:00,EGX70LASTEWI,37.41101885,37.62998381,37.38612366,37.50390854,182815,0,37.5086951
1998-03-31 12:10:00+00:00,EGX70LASTEWI,37.12955174,37.34944945,37.10125203,37.2253377,3905,0,37.2287112
1998-03-31 12:15:00+00:00,EGX70LASTEWI,33.5935754,33.81893206,33.55873998,33.68796884,20376,0,33.7028435
1998-03-31 12:25:00+00:00,EGX70LASTEWI,37.12955174,37.34944945,37.10125203,37.2253377,351432,0,37.2287112
1998-03-31 12:35:00+00:00,EGX70LASTEWI,37.41098511,37.62995006,37.38609104,37.50387592,18785,0,37.5086624
1998-03-31 12:40:00+00:00,EGX70LASTEWI,33.59269637,33.81805303,33.55812466,33.68735352,160,0,33.7022282
1998-03-31 12:45:00+00:00,EGX70LASTEWI,33.59212979,33.81748645,33.55755809,33.68678695,12,0,33.7016616
1998-03-31 12:50:00+00:00,EGX70LASTEWI,33.59157095,33.81715181,33.55707295,33.68625465,113021,0,33.7011293
1998-03-31 12:55:00+00:00,EGX70LASTEWI,33.58917129,33.815884,33.5546733,33.683855,128106,0,33.6987297
1998-03-31 13:00:00+00:00,EGX70LASTEWI,33.58906503,33.81551207,33.55456703,33.68368072,2139,0,33.6985554
1998-03-31 13:05:00+00:00,EGX70LASTEWI,33.58917695,33.81675018,33.55467896,33.68491883,63005,0,33.6997935
1998-03-31 13:10:00+00:00,EGX70LASTEWI,33.58922725,33.81454245,33.55472925,33.68384294,50162,0,33.6987176
1998-03-31 13:15:00+00:00,EGX70LASTEWI,33.56714504,33.79246024,33.53264704,33.66176073,680,0,33.6766354
1998-03-31 13:20:00+00:00,EGX70LASTEWI,33.56580307,33.79111827,33.53116423,33.66027792,11176,0,33.6751526
1998-03-31 13:25:00+00:00,EGX70LASTEWI,33.56582014,33.79113535,33.53135202,33.66046572,5197,0,33.6753404
1998-03-31 13:30:00+00:00,EGX70LASTEWI,33.56389429,33.78920949,33.52917008,33.65828378,28813,0,33.6731584
1998-03-31 13:35:00+00:00,EGX70LASTEWI,33.56389429,33.78920949,33.52917008,33.65828378,100,0,33.6731584
1998-03-31 13:40:00+00:00,EGX70LASTEWI,33.57431894,33.79970079,33.52811934,33.65723303,135829,0,33.6721077
1998-03-31 13:45:00+00:00,EGX70LASTEWI,33.57431894,33.79970079,33.5275386,33.65665229,46672,0,33.6715269
1998-03-31 13:50:00+00:00,EGX70LASTEWI,33.57502634,33.80034154,33.5275386,33.65665229,13216,0,33.6715269
1998-03-31 13:55:00+00:00,EGX70LASTEWI,33.57392618,33.79924138,33.52643844,33.65555214,92060,0,33.6704268
1998-03-31 14:00:00+00:00,EGX70LASTEWI,33.57445082,33.79976602,33.52696308,33.65607677,36537,0,33.6709514
1998-03-31 14:05:00+00:00,EGX70LASTEWI,33.57572487,33.80104007,33.52851129,33.65762498,202071,0,33.6724996
1998-03-31 14:10:00+00:00,EGX70LASTEWI,33.57643227,33.80174747,33.52881669,33.65793038,69653,0,33.672805
1998-03-31 14:15:00+00:00,EGX70LASTEWI,33.57644609,33.80176129,33.52883051,33.6579442,1150,0,33.6728189
1998-03-31 14:20:00+00:00,EGX70LASTEWI,33.56761379,33.79349491,33.53076309,33.66044271,178333,0,33.6753174
1998-03-31 14:25:00+00:00,EGX70LASTEWI,33.56606814,33.7919723,33.49349629,33.62319894,2435,0,33.6380736
1998-03-31 14:30:00+00:00,EGX70LASTEWI,33.56286072,33.7894565,33.49029949,33.62069376,54909,0,33.6355684
1998-03-31 14:35:00+00:00,EGX70LASTEWI,33.56278744,33.78936018,33.49080695,33.62117819,25852,0,33.6360528
1998-03-31 14:40:00+00:00,EGX70LASTEWI,33.563046,33.78984909,33.4909739,33.62157547,20261,0,33.6364501
1998-03-31 14:45:00+00:00,EGX70LASTEWI,33.56266859,33.78798379,33.49068811,33.6198018,18796,0,33.6346765
1998-03-31 14:50:00+00:00,EGX70LASTEWI,33.56059829,33.78591349,33.48845203,33.61756572,64753,0,33.6324404
1998-03-31 14:55:00+00:00,EGX70LASTEWI,33.5256872,33.7510024,33.48495112,33.61406481,18555,0,33.6289395
1998-03-31 15:00:00+00:00,EGX70LASTEWI,33.5247669,33.7500821,33.48419659,33.61331028,126914,0,33.6281849
1998-03-31 15:05:00+00:00,EGX70LASTEWI,33.51322523,33.7392078,33.43299485,33.56277591,337990,0,33.5776506
1998-03-31 15:10:00+00:00,EGX70LASTEWI,33.51276428,33.73917315,33.43640164,33.566609,29802,0,33.5814837
1998-03-31 15:15:00+00:00,EGX70LASTEWI,33.51372196,33.73935525,33.43719658,33.56676952,20252,0,33.5816442
1998-03-31 15:20:00+00:00,EGX70LASTEWI,33.51878114,33.74427327,33.44202669,33.57134554,89766,0,33.5862202
1998-03-31 15:25:00+00:00,EGX70LASTEWI,33.51734709,33.74297668,33.44211434,33.57154241,57577,0,33.5864171
1998-03-31 15:30:00+00:00,EGX70LASTEWI,33.51697145,33.74260103,33.44172382,33.5711519,17993,0,33.5860266
1998-04-01 12:05:00+00:00,EGX70LASTEWI,33.51697145,33.74260103,33.44172382,33.5711519,8270,0,33.5860266
1998-04-01 12:10:00+00:00,EGX70LASTEWI,33.51612731,33.7417569,33.44090792,33.570336,50,0,33.5852107
1998-04-01 12:20:00+00:00,EGX70LASTEWI,33.51623742,33.741867,33.44101802,33.5704461,50,0,33.5853208
1998-04-01 12:30:00+00:00,EGX70LASTEWI,33.51691498,33.7425728,33.44169559,33.5711519,2495,0,33.5860266
1998-04-01 12:50:00+00:00,EGX70LASTEWI,33.51417369,33.74032863,33.43895429,33.56890773,458,0,33.5837824
1998-04-01 12:55:00+00:00,EGX70LASTEWI,33.51417369,33.74032863,33.43895429,33.56890773,723,0,33.5837824
1998-04-01 13:00:00+00:00,EGX70LASTEWI,33.51417369,33.74032863,33.43895429,33.56890773,317,0,33.5837824
1998-04-01 13:05:00+00:00,EGX70LASTEWI,37.08083059,37.30152658,37.01215879,37.13696903,7810,0,37.1403425
1998-04-01 13:10:00+00:00,EGX70LASTEWI,33.51417651,33.74033145,33.43895712,33.56891055,50,0,33.5837852
1998-04-01 13:15:00+00:00,EGX70LASTEWI,33.51394617,33.74037752,33.43872678,33.56895662,104663,0,33.5838313
1998-04-01 13:20:00+00:00,EGX70LASTEWI,33.51514952,33.74077911,33.43961844,33.56904651,10089,0,33.5839212
1998-04-01 13:25:00+00:00,EGX70LASTEWI,33.51609759,33.74172718,33.44054348,33.56997155,25369,0,33.5848462
1998-04-01 13:35:00+00:00,EGX70LASTEWI,33.51516392,33.74047912,33.43963283,33.56874652,6047,0,33.5836212
1998-04-01 13:40:00+00:00,EGX70LASTEWI,33.51580182,33.74111702,33.44035864,33.56947233,8646,0,33.584347
1998-04-01 13:45:00+00:00,EGX70LASTEWI,33.51620175,33.74153853,33.44109184,33.57022711,5241,0,33.5851018
1998-04-01 13:50:00+00:00,EGX70LASTEWI,33.51445551,33.73979229,33.43936047,33.56849574,20752,0,33.5833704
1998-04-01 13:55:00+00:00,EGX70LASTEWI,33.51660277,33.74193955,33.4414601,33.57059537,20388,0,33.58547
1998-04-01 14:00:00+00:00,EGX70LASTEWI,33.51577562,33.74209686,33.44063296,33.57075269,12260,0,33.5856273
1998-04-01 14:05:00+00:00,EGX70LASTEWI,33.51585767,33.74218173,33.44074004,33.57085977,20191,0,33.5857344
1998-04-01 14:10:00+00:00,EGX70LASTEWI,33.51595277,33.74227683,33.44115341,33.57127314,45681,0,33.5861478
1998-04-01 14:15:00+00:00,EGX70LASTEWI,33.515981,33.74241517,33.44120423,33.57136631,91496,0,33.586241
1998-04-01 14:20:00+00:00,EGX70LASTEWI,33.51677798,33.74321215,33.44200121,33.57216329,336,0,33.5870379
1998-04-01 14:25:00+00:00,EGX70LASTEWI,33.51587179,33.74219585,33.44104895,33.5711715,33777,0,33.5860462
1998-04-01 14:30:00+00:00,EGX70LASTEWI,33.51667585,33.74276475,33.44185301,33.57174041,107168,0,33.5866151
1998-04-01 14:35:00+00:00,EGX70LASTEWI,33.51827717,33.74393825,33.44262012,33.57207969,44805,0,33.5869543
1998-04-01 14:40:00+00:00,EGX70LASTEWI,33.51952899,33.74491085,33.44481598,33.57399633,37162,0,33.588871
1998-04-01 14:45:00+00:00,EGX70LASTEWI,33.51857613,33.74391291,33.44474622,33.57388149,30105,0,33.5887561
1998-04-01 14:50:00+00:00,EGX70LASTEWI,33.51825383,33.74359061,33.44440456,33.57353983,6557,0,33.5884145
1998-04-01 14:55:00+00:00,EGX70LASTEWI,33.51773442,33.7430712,33.44388515,33.57302043,37089,0,33.5878951
1998-04-01 15:00:00+00:00,EGX70LASTEWI,33.51750444,33.74291145,33.44343716,33.57264266,55025,0,33.5875173
1998-04-01 15:05:00+00:00,EGX70LASTEWI,33.51752959,33.74291145,33.44346231,33.57264266,560,0,33.5875173
1998-04-01 15:10:00+00:00,EGX70LASTEWI,33.51357826,33.73889346,33.43974835,33.56886204,16110,0,33.5837367
1998-04-01 15:15:00+00:00,EGX70LASTEWI,33.5134473,33.7387625,33.43959632,33.56871001,7706,0,33.5835847
1998-04-01 15:20:00+00:00,EGX70LASTEWI,33.51355157,33.7409033,33.43961428,33.57051299,117340,0,33.5853876
1998-04-01 15:25:00+00:00,EGX70LASTEWI,33.51577316,33.74355648,33.44206921,33.57339951,35458,0,33.5882742
1998-04-01 15:30:00+00:00,EGX70LASTEWI,33.51602124,33.74165083,33.44231729,33.57149386,6913,0,33.5863685
1998-04-02 11:55:00+00:00,EGX70LASTEWI,33.51603507,33.74166465,33.44233111,33.57150768,816,0,33.5863823
1998-04-02 12:05:00+00:00,EGX70LASTEWI,37.33916061,37.58548646,37.26390451,37.40872507,62610,0,37.4135116
1998-04-02 12:10:00+00:00,EGX70LASTEWI,33.5157018,33.74133138,33.44199785,33.57117441,123,0,33.5860491
1998-04-02 12:15:00+00:00,EGX70LASTEWI,33.51576845,33.74139804,33.43533246,33.56450902,909,0,33.5793837
1998-04-02 12:25:00+00:00,EGX70LASTEWI,33.51464656,33.74027614,33.44094261,33.57011918,723,0,33.5849938
1998-04-02 12:30:00+00:00,EGX70LASTEWI,33.51114304,33.73677262,33.43743909,33.56661565,16410,0,33.5814903
1998-04-02 12:35:00+00:00,EGX70LASTEWI,33.51176772,33.73801351,33.43764029,33.56810805,12906,0,33.5829827
1998-04-02 12:40:00+00:00,EGX70LASTEWI,33.5125071,33.73786182,33.43880315,33.56795636,3478,0,33.582831
1998-04-02 12:45:00+00:00,EGX70LASTEWI,37.33496919,37.58098065,37.25971647,37.40447414,18785,0,37.4092607
1998-04-02 12:50:00+00:00,EGX70LASTEWI,33.5125071,33.73786182,33.43880315,33.56795636,511,0,33.582831
1998-04-02 12:55:00+00:00,EGX70LASTEWI,33.51443055,33.73978528,33.4407266,33.56987982,3195,0,33.5847545
1998-04-02 13:00:00+00:00,EGX70LASTEWI,33.51477296,33.74012769,33.44106901,33.57022223,410,0,33.5850969
1998-04-02 13:05:00+00:00,EGX70LASTEWI,33.51798815,33.74330618,33.44419617,33.57331269,18303,0,33.5881873
1998-04-02 13:10:00+00:00,EGX70LASTEWI,33.51792722,33.74324242,33.44413524,33.57324893,1034,0,33.5881236
1998-04-02 13:15:00+00:00,EGX70LASTEWI,33.51793004,33.74391716,33.44413524,33.57392367,5538,0,33.5887983
1998-04-02 13:20:00+00:00,EGX70LASTEWI,33.51860196,33.74419948,33.44424534,33.57392367,27810,0,33.5887983
1998-04-02 13:25:00+00:00,EGX70LASTEWI,33.51860196,33.74391716,33.44480998,33.57392367,19456,0,33.5887983
1998-04-02 13:30:00+00:00,EGX70LASTEWI,33.51793287,33.74324807,33.44413242,33.57324611,3734,0,33.5881208
1998-04-02 13:35:00+00:00,EGX70LASTEWI,33.50981203,33.73609659,33.43602005,33.5661031,2775,0,33.5809778
1998-04-02 13:40:00+00:00,EGX70LASTEWI,33.50981203,33.73609659,33.43602005,33.5661031,6527,0,33.5809778
1998-04-02 13:45:00+00:00,EGX70LASTEWI,33.50946034,33.73479094,33.4349507,33.56406721,22316,0,33.5789419
1998-04-02 13:50:00+00:00,EGX70LASTEWI,33.50942604,33.73474124,33.43545983,33.56457353,28506,0,33.5794482
1998-04-02 13:55:00+00:00,EGX70LASTEWI,33.50721415,33.73349629,33.43324795,33.56332858,71758,0,33.5782032
1998-04-02 14:00:00+00:00,EGX70LASTEWI,33.50833662,33.73365182,33.43437041,33.56348411,840,0,33.5783588
1998-04-02 14:05:00+00:00,EGX70LASTEWI,33.5083155,33.73384932,33.43429616,33.56362847,27663,0,33.5785031
1998-04-02 14:10:00+00:00,EGX70LASTEWI,33.50810253,33.73378604,33.43413633,33.56347717,56568,0,33.5783518
1998-04-02 14:15:00+00:00,EGX70LASTEWI,33.50859094,33.73406554,33.43420408,33.56347717,11198,0,33.5783518
1998-04-02 14:20:00+00:00,EGX70LASTEWI,33.50725807,33.73273266,33.43289057,33.56216366,12569,0,33.5770383
1998-04-02 14:25:00+00:00,EGX70LASTEWI,33.50735909,33.73267429,33.43341225,33.56252594,116009,0,33.5774006
1998-04-02 14:30:00+00:00,EGX70LASTEWI,33.50612845,33.73155881,33.4321816,33.56141046,4139,0,33.5762851
1998-04-02 14:35:00+00:00,EGX70LASTEWI,33.34855577,33.57387097,33.31426618,33.44337987,32685,0,33.4582545
1998-04-02 14:40:00+00:00,EGX70LASTEWI,33.34855859,33.57511876,33.31427182,33.44463048,69766,0,33.4595051
1998-04-02 14:45:00+00:00,EGX70LASTEWI,33.34867948,33.57577225,33.31421767,33.44510611,138909,0,33.4599808
1998-04-02 14:55:00+00:00,EGX70LASTEWI,33.34994168,33.57748177,33.31565209,33.44699067,52090,0,33.4618653
1998-04-02 15:00:00+00:00,EGX70LASTEWI,33.3499454,33.57748549,33.31565863,33.44699721,9722,0,33.4618719
1998-04-02 15:05:00+00:00,EGX70LASTEWI,33.34910013,33.57677035,33.31481336,33.44628207,151459,0,33.4611567
1998-04-02 15:10:00+00:00,EGX70LASTEWI,33.35427636,33.58137693,33.31989797,33.45079704,65698,0,33.4656717
1998-04-02 15:15:00+00:00,EGX70LASTEWI,33.3546076,33.58238337,33.32031711,33.45189138,18837,0,33.466766
1998-04-02 15:20:00+00:00,EGX70LASTEWI,33.35722363,33.58502415,33.32300169,33.4546007,27915,0,33.4694754
1998-04-02 15:25:00+00:00,EGX70LASTEWI,33.35699329,33.58577645,33.32242187,33.4537767,70128,0,33.4686514
1998-04-02 15:30:00+00:00,EGX70LASTEWI,33.35681961,33.58560065,33.32268771,33.45360089,3645,0,33.4684755
1998-04-05 12:05:00+00:00,EGX70LASTEWI,36.91093495,37.13892363,36.88307527,37.01351186,156192,0,37.0168853
1998-04-05 12:10:00+00:00,EGX70LASTEWI,33.35813882,33.58689162,33.32400692,33.45489187,20605,0,33.4697665
1998-04-05 12:15:00+00:00,EGX70LASTEWI,33.35814312,33.58689593,33.32401122,33.45489617,327,0,33.4697708
1998-04-05 12:20:00+00:00,EGX70LASTEWI,33.35659383,33.58534663,33.32246193,33.45334688,1498,0,33.4682215
1998-04-05 12:25:00+00:00,EGX70LASTEWI,33.35659383,33.58534663,33.32246193,33.45334688,1847,0,33.4682215
1998-04-05 12:30:00+00:00,EGX70LASTEWI,36.91186322,37.1398519,36.88400353,37.01444013,156192,0,37.0178136
1998-04-05 12:35:00+00:00,EGX70LASTEWI,36.91186322,37.1398519,36.88400353,37.01444013,531053,0,37.0178136
1998-04-05 12:45:00+00:00,EGX70LASTEWI,33.35659383,33.58534663,33.32246193,33.45334688,9504,0,33.4682215
1998-04-05 12:50:00+00:00,EGX70LASTEWI,33.35807987,33.58683268,33.32394797,33.45483292,2055,0,33.4697076
1998-04-05 12:55:00+00:00,EGX70LASTEWI,33.35723292,33.58598572,33.32310102,33.45398596,100,0,33.4688606
1998-04-05 13:00:00+00:00,EGX70LASTEWI,37.2039373,37.4262984,37.17948304,37.298924,25137,0,37.3037105
1998-04-05 13:05:00+00:00,EGX70LASTEWI,33.35723292,33.58598572,33.32310102,33.45398596,1847,0,33.4688606
1998-04-05 13:10:00+00:00,EGX70LASTEWI,33.35723292,33.58598572,33.32310102,33.45398596,249,0,33.4688606
1998-04-05 13:15:00+00:00,EGX70LASTEWI,33.35929191,33.58637837,33.32515719,33.45604213,1868,0,33.4709168
1998-04-05 13:20:00+00:00,EGX70LASTEWI,37.20395417,37.42467142,37.17949991,37.29896337,1486950,0,37.3037499
1998-04-05 13:25:00+00:00,EGX70LASTEWI,37.2039544,37.42464915,37.17950014,37.2989411,9390,0,37.3037276
1998-04-05 13:30:00+00:00,EGX70LASTEWI,33.35708175,33.58442229,33.32320593,33.45434497,11950,0,33.4692196
1998-04-05 13:35:00+00:00,EGX70LASTEWI,33.35820866,33.58529512,33.32433284,33.45521779,6155,0,33.4700924
1998-04-05 13:40:00+00:00,EGX70LASTEWI,33.35799287,33.58507933,33.32411705,33.455002,2445,0,33.4698767
1998-04-05 13:45:00+00:00,EGX70LASTEWI,33.35857317,33.58565963,33.32442915,33.4553141,86729,0,33.4701888
1998-04-05 13:50:00+00:00,EGX70LASTEWI,33.35829314,33.5853796,33.32441732,33.45530227,8133,0,33.4701769
1998-04-05 13:55:00+00:00,EGX70LASTEWI,33.35657305,33.58396854,33.32269723,33.45389121,23157,0,33.4687659
1998-04-05 14:00:00+00:00,EGX70LASTEWI,33.35575564,33.58190616,33.32143968,33.45138869,3359,0,33.4662634
1998-04-05 14:05:00+00:00,EGX70LASTEWI,33.35404843,33.58019895,33.31973247,33.44968148,82500,0,33.4645561
1998-04-05 14:10:00+00:00,EGX70LASTEWI,33.3537394,33.57958089,33.31942344,33.44906342,2279,0,33.4639381
1998-04-05 14:15:00+00:00,EGX70LASTEWI,33.3541324,33.57997388,33.31981644,33.44945641,2047,0,33.4643311
1998-04-05 14:20:00+00:00,EGX70LASTEWI,33.3554118,33.58125328,33.32009106,33.45061132,19951,0,33.465486
1998-04-05 14:25:00+00:00,EGX70LASTEWI,33.35612544,33.58197645,33.3208047,33.45133449,69803,0,33.4662091
1998-04-05 14:30:00+00:00,EGX70LASTEWI,33.35634071,33.58219173,33.32101998,33.45154976,46968,0,33.4664244
1998-04-05 14:35:00+00:00,EGX70LASTEWI,33.35762112,33.58389894,33.32230039,33.45325698,4125,0,33.4681316
1998-04-05 14:40:00+00:00,EGX70LASTEWI,33.35735311,33.58363092,33.32291265,33.45298896,22960,0,33.4678636
1998-04-05 14:45:00+00:00,EGX70LASTEWI,33.35741724,33.58369506,33.32275029,33.4528266,10080,0,33.4677013
1998-04-05 14:50:00+00:00,EGX70LASTEWI,33.35803256,33.58399313,33.32336561,33.45312467,128546,0,33.4679993
1998-04-05 14:55:00+00:00,EGX70LASTEWI,33.3580449,33.58430498,33.32337178,33.45343652,29616,0,33.4683112
1998-04-05 15:00:00+00:00,EGX70LASTEWI,33.35784111,33.58410119,33.32316798,33.45323273,1738,0,33.4681074
1998-04-05 15:05:00+00:00,EGX70LASTEWI,33.35670929,33.5832075,33.32282357,33.45312646,35333,0,33.4680011
1998-04-05 15:10:00+00:00,EGX70LASTEWI,33.35654299,33.58337445,33.32265727,33.4532934,52287,0,33.4681681
1998-04-05 15:15:00+00:00,EGX70LASTEWI,33.35712016,33.58316771,33.32317156,33.45302378,25581,0,33.4678984
1998-04-05 15:20:00+00:00,EGX70LASTEWI,33.35875414,33.58480168,33.3241204,33.45397262,18484,0,33.4688473
1998-04-05 15:25:00+00:00,EGX70LASTEWI,33.35781248,33.58429162,33.32339934,33.45368315,39539,0,33.4685578
1998-04-05 15:30:00+00:00,EGX70LASTEWI,33.35789164,33.58445867,33.32400592,33.45437763,30586,0,33.4692523
1998-04-09 11:40:00+00:00,EGX70LASTEWI,36.92260626,37.14362644,36.8923176,37.01745822,35143,0,37.0208317
1998-04-09 11:50:00+00:00,EGX70LASTEWI,36.92260626,37.14362644,36.8923176,37.01745822,113239,0,37.0208317
1998-04-09 11:55:00+00:00,EGX70LASTEWI,36.92260626,37.14362644,36.8923176,37.01745822,249907,0,37.0208317
1998-04-09 12:05:00+00:00,EGX70LASTEWI,36.92260626,37.14362644,36.8923176,37.01745822,23429,0,37.0208317
1998-04-09 12:15:00+00:00,EGX70LASTEWI,33.35894647,33.58674416,33.32506076,33.45666311,1122,0,33.4715378
1998-04-09 12:20:00+00:00,EGX70LASTEWI,33.35957525,33.58737293,33.32568953,33.45729188,1120,0,33.4721665
1998-04-09 12:25:00+00:00,EGX70LASTEWI,37.20720127,37.4272887,37.18299319,37.30183302,184695,0,37.3066195
1998-04-09 12:35:00+00:00,EGX70LASTEWI,33.36057506,33.58837274,33.32668934,33.45829169,634,0,33.4731664
1998-04-09 12:45:00+00:00,EGX70LASTEWI,33.3618936,33.58837274,33.32800789,33.45829169,80,0,33.4731664
1998-04-09 12:55:00+00:00,EGX70LASTEWI,37.20820085,37.42828828,37.18399278,37.3028326,6260,0,37.3076191
1998-04-09 13:00:00+00:00,EGX70LASTEWI,37.19881118,37.41889862,37.17460311,37.29344293,5400,0,37.2982294
1998-04-09 13:10:00+00:00,EGX70LASTEWI,33.3618936,33.58837274,33.32800789,33.45829169,7393,0,33.4731664
1998-04-09 13:15:00+00:00,EGX70LASTEWI,37.19881141,37.41889884,37.17460333,37.29344316,6260,0,37.2982297
1998-04-09 13:20:00+00:00,EGX70LASTEWI,33.36645348,33.59293261,33.33256776,33.46285157,7072,0,33.4777262
